location,key,category,policy_id,grade,similarity,statement_match,role_match,category_match,reasoning
Chicago_US,Mitigation::gt0_ext2_Continue the Chicago Department of Housing's Home Repair Program and leverage $2,Mitigation,Continue the Chicago Department of Housing's Home Repair Program and leverage $2,0,0.5893,False,False,False,"The extracted policy is directionally related to building retrofits, especially for low-income housing, but it does not match the ground-truth strategy closely enough in scope or framing. The ground truth is a broader city commitment to retrofit buildings in order to reduce building energy use, save money, and improve resiliency. The extraction narrows this to continuing a specific housing program and leveraging $26 million for low-income housing retrofit projects, emphasizing decarbonization, weatherization, and equity. Without the source excerpt, there is no basis to confirm this specific funding/program detail as the same policy, and key elements from the ground truth—citywide building scope, explicit energy-use reduction, cost savings, and resiliency—are only partially captured or omitted."
Chicago_US,Mitigation::gt60_ext21_Reduce Chicago's GHG emissions by at least 62% by 2040 from 2017 levels.,Mitigation,Reduce Chicago's GHG emissions by at least 62% by 2040 from 2017 levels.,1,0.8698,True,True,True,"The extracted policy matches the ground-truth core commitment and target: Chicago reducing GHG emissions by at least/minimum 62% by 2040. The added phrase 'from 2017 levels' is extra specificity not present in the ground-truth, but it does not contradict it. Commitment strength and quantified deadline align."
Chicago_US,Mitigation::gt1_ext24_Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 204,Mitigation,Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 204,1,0.8152,True,True,False,"The extracted policy matches the ground-truth closely in scope, targets, timelines, and prioritization. It correctly identifies residential buildings with 4 or fewer units, the retrofit targets of 20% by 2030 and 50% by 2040, and the focus on low- or moderate-income households. Although the city name ('Chicago') and explicit future-tense commitment ('will') are omitted, there is no substantive loss of meaning or contradiction."
Chicago_US,Mitigation::gt2_ext26_Retrofit 20% of total industrial buildings by 2030.,Mitigation,Retrofit 20% of total industrial buildings by 2030.,1,0.8141,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: retrofit 20% of total industrial buildings by 2030. Although the subject 'Chicago' is omitted, there is no contradiction and the core commitment is fully preserved."
Chicago_US,Mitigation::gt3_ext27_Retrofit 90% of total city-owned and sister agency-owned buildings by 2035.,Mitigation,Retrofit 90% of total city-owned and sister agency-owned buildings by 2035.,1,0.8364,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: retrofit 90% of total city-owned and sister agency-owned buildings by 2035. Although the source excerpt is not provided, relative to the ground-truth this is a precise and complete match with no loss of specificity or commitment."
Chicago_US,"Mitigation::gt4_ext29_Connect communities to renewable energy through community-owned solar, expanded ",Mitigation,"Connect communities to renewable energy through community-owned solar, expanded ",1,0.6095,True,True,True,"The extracted policy matches the ground-truth closely in scope and mechanism: both focus on connecting communities to renewable energy via community ownership and access to renewable generation. The extraction adds plausible specificity—community-owned solar, expanded community renewables, and subscription access for low-income residents—without contradicting the ground-truth. Although no source excerpt is provided to verify exact wording or commitment strength, relative to the ground-truth this is an accurate and sufficiently specific match."
Chicago_US,Mitigation::gt5_ext30_Install 5 megawatts of co-owned community solar projects by 2025.,Mitigation,Install 5 megawatts of co-owned community solar projects by 2025.,1,0.7978,True,True,True,"The extracted policy matches the ground-truth exactly in the core commitment, quantified target (5 megawatts), mechanism/scope (co-owned community solar projects), and deadline (by 2025). The omission of 'Chicago will' does not change the policy substance."
Chicago_US,Mitigation::gt6_ext31_Increase Chicago-based community renewables to 20 megawatts by 2025.,Mitigation,Increase Chicago-based community renewables to 20 megawatts by 2025.,1,0.9372,True,True,True,"The extracted policy matches the ground-truth exactly in scope, quantified target (20 megawatts), location/scope (Chicago-based community renewables), and deadline (by 2025). Commitment strength is effectively the same, with only the omission of the subject 'Chicago will' not changing the substantive policy commitment."
Chicago_US,Mitigation::gt7_ext32_Increase community renewables subscriptions so that 25% are subscribed by low-in,Mitigation,Increase community renewables subscriptions so that 25% are subscribed by low-in,1,0.8267,True,True,True,"The extracted policy matches the ground-truth on scope, target, population, and deadline: it states that community renewables subscriptions will reach 25% subscribed by low-income and/or environmental justice low-income residents by 2030. The omission of 'Chicago will' does not change the policy substance. No contradiction or material loss of specificity is present."
Chicago_US,"Mitigation::gt8_ext33_Reduce waste and landfilling through organics collection, source prevention, div",Mitigation,"Reduce waste and landfilling through organics collection, source prevention, div",1,0.6384,True,True,False,"The extracted policy matches the ground-truth closely in scope and mechanism: both focus on reducing waste and landfilling via diversion, organics collection, and reuse-oriented building practices. 'Design for reuse' is a reasonable paraphrase of reuse-oriented building practices, and 'source prevention' is directionally consistent with waste reduction. Although neither version includes quantified targets or deadlines, the extraction accurately captures the core commitment and delivery mechanisms without contradiction."
