location,gt_index,ext_index,gt_policy,gt_category,gt_role,produced_policy,produced_category,produced_role,grade,similarity,statement_match,role_match,category_match,reasoning
Austin_US,93,0,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,Mitigation,individual,Achieve net-zero community-wide greenhouse gas emissions by 2040.,,individual,1,0.7462,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: achieving net-zero community-wide greenhouse gas emissions by 2040. Although the source excerpt is not provided, relative to the ground-truth this is a precise and fully aligned match."
Austin_US,87,3,"Create a tree, water, and soil management and resilience guide and provide city technical and financial assistance for tree planting and care for residents and small businesses in low-income communities and communities of color.",Nature-Based Solutions,sub,Create a skill-up training program to educate a workforce (focused on low-income communities and communities of color) to install and maintain green technologies and solutions.,,sub,-1,0.5594,False,True,False,"The extracted policy does not match the ground-truth policy’s scope or mechanism. The ground truth is about creating a tree, water, and soil management/resilience guide and providing city technical and financial assistance for tree planting and care to residents and small businesses in low-income communities and communities of color. The extracted policy instead proposes a workforce training program for installing and maintaining green technologies. While both mention underserved communities, the core commitment, beneficiaries, and delivery mechanisms are different."
Austin_US,68,4,"Offer a workforce development program for repair and reuse skills, job placement, and entrepreneurship in local circular businesses, prioritizing low-income communities, youth, and communities of color.",Resource Efficiency,sub,Ensure permanent living-wage career pathways (not temporary jobs) and include accessibility supports such as childcare and inclusion of formerly incarcerated people.,,sub,-1,0.5832,False,True,False,"The extracted policy does not meaningfully match the ground-truth policy. The ground truth is specifically about offering a workforce development program focused on repair and reuse skills, job placement, and entrepreneurship in local circular businesses, with prioritization for low-income communities, youth, and communities of color. The extracted policy instead emphasizes permanent living-wage career pathways, childcare/accessibility supports, and inclusion of formerly incarcerated people. These are different priorities and mechanisms, and the core program scope, target populations, and delivery details from the ground truth are missing."
Austin_US,58,7,"Develop community-driven programs and tools to equitably engage and empower Austin communities to make affordable and culturally relevant pro-climate, pro-health food choices.",Mitigation,sub,Build upon the Austin Civilian Conservation Corps initiative to recruit and train economically disadvantaged community members via nonprofit partnerships.,,sub,-1,0.6127,False,True,False,"The extracted policy does not match the ground-truth policy. The ground-truth is about developing community-driven programs and tools to equitably engage and empower Austin communities to make affordable, culturally relevant pro-climate and pro-health food choices. The extracted policy instead focuses on expanding the Austin Civilian Conservation Corps to recruit and train economically disadvantaged community members through nonprofit partnerships. This is a different program area, mechanism, and objective, with no meaningful overlap on food-choice empowerment, affordability, cultural relevance, or community tools."
Austin_US,4,12,Prioritize local emissions reduction investment and create equitable workforce development and training opportunities for emerging building technologies through partnerships serving low-income communities and communities of color.,Mitigation,sub,"Prioritize emissions actions in order: (1) reduce local emissions via local carbon reduction projects, (2) support regional carbon dioxide removal, (3) use offsets only to close annual gaps and limit offsets to no more than 10% per year.",,sub,0,0.6352,False,True,False,"The extracted policy partially overlaps with the ground-truth on prioritizing local emissions reduction, but it misses a major component of the actual policy: equitable workforce development and training opportunities for emerging building technologies through partnerships serving low-income communities and communities of color. It also adds additional commitments about regional carbon dioxide removal and limiting offsets to 10% per year, which are not present in the ground-truth. Because it is directionally aligned on local emissions reduction but incomplete and includes extraneous specifics, the match is only partial."
Austin_US,0,14,"By 2030, achieve net-zero carbon for all new buildings, reduce emissions by 25% for existing buildings, and lower all natural gas-related emissions by 30%.",Mitigation,parent,Achieve net-zero carbon for all new buildings by 2030; reduce emissions by 25% for existing buildings; and lower natural gas-related emissions by 30%.,,individual,1,0.9615,True,False,False,"The extracted policy matches the ground-truth on all material elements: net-zero carbon for all new buildings by 2030, a 25% emissions reduction for existing buildings, and a 30% reduction in natural gas-related emissions. Scope, quantified targets, and deadline are preserved. Although the source document excerpt is not provided, relative to the ground-truth this is a precise and complete match."
Austin_US,1,16,"Pursue a comprehensive energy poverty mitigation strategy through partnerships and programs so building repair, conservation, and renewable energy benefits flow to low-income communities and communities of color.",Mitigation,sub,Support and expand low-income weatherization programs and partner with community organizations for equitable outreach and energy poverty mitigation.,,sub,0,0.7331,False,True,False,"The extracted policy is directionally aligned with the ground truth on energy poverty mitigation, low-income targeting, and use of partnerships/community organizations. However, it is narrower and less specific than the ground truth: it focuses on weatherization and outreach, while the ground truth calls for a comprehensive strategy spanning building repair, conservation, and renewable energy benefits flowing to low-income communities and communities of color. It also omits the explicit communities-of-color focus and broader delivery mechanisms. With no source excerpt provided, this is a partial but not exact match."
Austin_US,2,17,"Enhance resident and building owner understanding of energy savings and climate impacts through outreach, culturally relevant communications, expanded benchmarking requirements, and better access to energy and water data.",Mitigation,sub,Expand benchmarking requirements for all existing buildings and improve access to energy and water data via billing systems and reporting requirements.,,sub,0,0.7122,False,True,False,"The extracted policy matches two concrete mechanisms from the ground-truth—expanded benchmarking requirements and improved access to energy and water data—but omits key scope and intent elements: outreach, culturally relevant communications, and the overarching goal of enhancing resident and building owner understanding of energy savings and climate impacts. It is directionally correct but incomplete, and the added specificity about billing systems/reporting requirements is not verifiable from the provided source excerpt."
Austin_US,3,18,"Achieve net-zero carbon buildings through new energy codes, amendments, incentives, education, and collaboration with utilities to decarbonize new and existing buildings.",Mitigation,sub,"Use new building energy codes, amendments, incentives, and electrification measures (including microgrids and distributed generation) to achieve net-zero carbon buildings milestones.",,sub,0,0.879,False,True,False,"The extracted policy matches the general direction of the ground-truth: achieving net-zero carbon buildings via new energy codes, amendments, and incentives. However, it is less accurate and specific in key ways. It replaces the ground-truth mechanisms of education and collaboration with utilities to decarbonize new and existing buildings with broader 'electrification measures' such as microgrids and distributed generation, which are not stated in the ground-truth. It also adds 'milestones' without corresponding details. Because the core intent is captured but important delivery mechanisms are altered or omitted, this is only a partial match."
Austin_US,61,19,Develop a methodology to measure lifecycle greenhouse gas emissions and other impacts from non-residential purchasing and establish a baseline for tracking progress.,Adaptation,sub,Create or participate in bulk purchasing programs for lower-carbon technologies for affordable housing and City-owned/operated/funded properties.,,sub,-1,0.5693,False,True,False,"The extracted policy does not match the ground-truth policy. The ground truth is about developing a methodology to measure lifecycle greenhouse gas emissions from non-residential purchasing and establishing a baseline for tracking progress. The extracted policy instead commits to creating or participating in bulk purchasing programs for lower-carbon technologies in affordable housing and City properties, which is a different mechanism and scope. There is no meaningful overlap in the core commitment, target, or delivery mechanism."
