location,key,category,policy_id,grade,similarity,statement_match,role_match,category_match,reasoning
Chicago_US,Mitigation::gt1_ext1_Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 204,Mitigation,Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 204,1,0.8088,True,True,False,"The extracted policy matches the ground-truth policy in scope, quantified targets, deadlines, and prioritization mechanism. It correctly identifies residential buildings with 4 or fewer units, the 20% by 2030 and 50% by 2040 retrofit targets, and the focus on low- or moderate-income households. No meaningful omissions or contradictions are present."
Chicago_US,Mitigation::gt2_ext3_Retrofit 20% of total industrial buildings by 2030,Mitigation,Retrofit 20% of total industrial buildings by 2030,1,0.8047,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: retrofit 20% of total industrial buildings by 2030. Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match with no loss of specificity."
Chicago_US,Mitigation::gt3_ext4_Retrofit 90% of total city-owned and sister agency-owned buildings by 2035,Mitigation,Retrofit 90% of total city-owned and sister agency-owned buildings by 2035,1,0.8306,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: retrofit 90% of total city-owned and sister agency-owned buildings by 2035. No material details are missing or altered."
Chicago_US,Mitigation::gt5_ext7_Install 5 megawatts of co-owned community solar projects by 2025,Mitigation,Install 5 megawatts of co-owned community solar projects by 2025,1,0.8109,True,True,True,"The extracted policy matches the ground-truth exactly in target, mechanism, and deadline: installation of 5 megawatts of co-owned community solar projects by 2025. The omission of 'Chicago will' does not change the policy substance or commitment."
Chicago_US,Mitigation::gt6_ext8_Increase Chicago-based community renewables to 20 megawatts by 2025,Mitigation,Increase Chicago-based community renewables to 20 megawatts by 2025,1,0.9352,True,True,True,"The extracted policy matches the ground-truth exactly in scope, quantified target (20 megawatts), geographic qualifier (Chicago-based), and deadline (by 2025). Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match."
Chicago_US,Mitigation::gt7_ext9_Increase community renewables subscriptions to achieve 25% subscribed by low-inc,Mitigation,Increase community renewables subscriptions to achieve 25% subscribed by low-inc,1,0.816,True,True,True,"The extracted policy matches the ground-truth closely in scope, target, population, and deadline: it specifies increasing community renewables subscriptions so that 25% are subscribed by low-income and/or environmental justice low-income residents by 2030. Although the source excerpt is not provided, relative to the ground truth this is an accurate and specific match with no meaningful omissions or contradictions."
Chicago_US,Mitigation::gt9_ext11_Introduce community-wide organic waste collection and decomposition by 2025,Mitigation,Introduce community-wide organic waste collection and decomposition by 2025,1,0.814,True,True,False,"The extracted policy matches the ground-truth exactly in scope, timing, and mechanism: it specifies community-wide organic waste collection and decomposition with a 2025 deadline. Commitment strength is aligned as an introduced policy action. No discrepancies are present."
Chicago_US,Mitigation::gt10_ext12_Implement equitable waste source prevention strategies by 2030,Mitigation,Implement equitable waste source prevention strategies by 2030,1,0.7822,True,True,False,"The extracted policy matches the ground-truth policy exactly in commitment, scope, and deadline: implementing equitable waste source prevention strategies by 2030. The only omission is the city subject ('Chicago'), but with no source excerpt provided and no change to the policy substance, this is still a full match."
Chicago_US,"Mitigation::gt11_ext13_Divert 90% of commercial, industrial, and institutional waste by 2030",Mitigation,"Divert 90% of commercial, industrial, and institutional waste by 2030",1,0.8064,True,True,False,"The extracted policy matches the ground-truth exactly in target (90%), scope (commercial, industrial, and institutional waste), and deadline (by 2030). Although the source document excerpt is not provided, relative to the ground-truth this is a precise and accurate match with no loss of specificity."
Chicago_US,Mitigation::gt12_ext14_Divert 75% of construction and demolition waste by 2030,Mitigation,Divert 75% of construction and demolition waste by 2030,1,0.7872,True,True,False,"The extracted policy matches the ground-truth exactly in scope, quantified target, and deadline: divert 75% of construction and demolition waste by 2030. No material details are missing or altered."
Chicago_US,Mitigation::gt13_ext15_Enable building design for disassembly and reuse by 2035,Mitigation,Enable building design for disassembly and reuse by 2035,1,0.7962,True,True,True,"The extracted policy matches the ground-truth exactly in core commitment, mechanism, and deadline: enabling building design for disassembly and reuse by 2035. Although the source excerpt is not provided, relative to the ground-truth this is a precise match with no meaningful loss of specificity."
Chicago_US,Mitigation::gt14_ext16_Divert 90% of residential waste by 2040,Mitigation,Divert 90% of residential waste by 2040,1,0.7552,True,True,False,"The extracted policy matches the ground-truth exactly in target (90%), scope (residential waste), and deadline (2040). It preserves the same level of specificity and commitment."
Chicago_US,"Mitigation::gt15_ext17_MAKE WALKING, BIKING, OR TRANSIT VIABLE OPTIONS FOR ALL TRIPS",Mitigation,"MAKE WALKING, BIKING, OR TRANSIT VIABLE OPTIONS FOR ALL TRIPS",1,0.6013,True,True,False,"The extracted policy closely matches the ground-truth in scope and commitment: it states making walking, biking, or transit viable options for all trips, which is substantively the same as the ground-truth commitment to make walking, biking, and transit viable options for all trips. Although no source excerpt is provided to verify wording, relative to the ground-truth this is an accurate match with equivalent specificity and intent."
Chicago_US,Mitigation::gt16_ext18_Expand high-quality and low-stress on-street bikeways and off-street trails,Mitigation,Expand high-quality and low-stress on-street bikeways and off-street trails,1,0.7943,True,True,False,"The extracted policy matches the ground-truth exactly in scope and commitment: both state that Chicago will expand high-quality and low-stress on-street bikeways and off-street trails. The only difference is omission of the subject 'Chicago' and the auxiliary 'will,' which does not materially change the policy content. No source excerpt is provided to assess against underlying document language, but relative to the ground-truth this is a precise match."
Chicago_US,Mitigation::gt17_ext19_Increase Divvy bikes and shared micromobility trips 30% by 2030,Mitigation,Increase Divvy bikes and shared micromobility trips 30% by 2030,1,0.832,True,True,False,"The extracted policy matches the ground-truth policy in scope, target, and deadline: increasing Divvy bikes and shared micromobility trips by 30% by 2030. Although the subject 'Chicago will' is omitted, the commitment content is preserved accurately with no material loss of specificity or meaning."
Chicago_US,"Mitigation::gt18_ext20_Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 4",Mitigation,"Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 4",1,0.9378,True,True,False,"The extracted policy matches the ground-truth exactly in scope, quantified target (45% of all trips), modes covered (walk, bike, transit, shared micromobility), and deadline (by 2040). Commitment strength is equivalent aside from omitting the subject 'Chicago will,' which does not materially change the policy meaning."
Chicago_US,Mitigation::gt19_ext21_INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMEN,Mitigation,INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMEN,1,0.6563,True,True,False,"The extracted policy matches the ground-truth almost exactly in scope and wording: it captures both improving transit performance and encouraging equitable transit-oriented development. There are no quantified targets, deadlines, or mechanisms in the ground truth, so none are missing relative to it. The only minor difference is phrasing ('increase' vs 'improve'), which does not change the meaning."
Chicago_US,"Mitigation::gt20_ext22_Update land use policies to encourage sustainable development, accessibility, an",Mitigation,"Update land use policies to encourage sustainable development, accessibility, an",1,0.8044,True,True,False,"The extracted policy matches the ground-truth exactly in scope, timing, and substance. It preserves the commitment to update land use policies and includes the same objectives—sustainable development, accessibility, and street safety—by 2023. No material details are missing or altered."
Chicago_US,Mitigation::gt21_ext23_Expand use of commuter benefits by 2024,Mitigation,Expand use of commuter benefits by 2024,1,0.7871,True,True,False,"The extracted policy matches the ground-truth exactly in substance, timing, and action: it states to expand use of commuter benefits by 2024. Although the source excerpt is not provided, relative to the ground-truth this is a precise match with no loss of specificity or change in commitment."
Chicago_US,Mitigation::gt22_ext24_Require transportation demand management plans for new development by 2025,Mitigation,Require transportation demand management plans for new development by 2025,1,0.8018,True,True,False,"The extracted policy matches the ground-truth exactly in scope, timing, and mechanism: it requires transportation demand management plans for new development by 2025. Although the source excerpt is not provided, relative to the ground-truth this is a precise and complete match with the same commitment strength."
Chicago_US,Mitigation::gt23_ext25_Update citywide car and bike parking requirements by 2025,Mitigation,Update citywide car and bike parking requirements by 2025,1,0.8095,True,True,False,"The extracted policy matches the ground-truth exactly in scope and timing: it refers to updating citywide car and bike parking requirements by 2025. The only omission is the actor ('Chicago will'), but there is no change to the commitment, target, or deadline. With no source excerpt provided, there is no evidence of contradiction."
Chicago_US,Mitigation::gt24_ext26_Increase CTA ridership 20% by 2030,Mitigation,Increase CTA ridership 20% by 2030,1,0.8146,True,True,False,"The extracted policy matches the ground-truth exactly in target (20% increase), subject (CTA ridership), and deadline (by 2030). Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match with no material loss of specificity."
Chicago_US,Mitigation::gt25_ext27_ENABLE ZERO-EMISSION TRANSIT AND FLEETS,Mitigation,ENABLE ZERO-EMISSION TRANSIT AND FLEETS,1,0.6328,True,False,False,"The extracted policy matches the ground-truth policy exactly in core scope and commitment: both state 'enable zero-emission transit and fleets.' Although no source excerpt is provided to verify additional specificity, the extracted text accurately captures the same policy title/commitment without contradiction or hallucination."
Chicago_US,"Mitigation::gt26_ext28_Enable electric freight loading docks at commercial and industrial buildings, ad",Mitigation,"Enable electric freight loading docks at commercial and industrial buildings, ad",1,0.8131,True,True,True,"The extracted policy matches the ground-truth almost exactly in scope, target, and timeline. It includes the same mechanism (enable electric freight loading docks), the same covered sectors (commercial and industrial buildings), and the same deadlines (new buildings by 2025, existing buildings by 2030). The omission of 'Chicago will' does not materially weaken the commitment or alter meaning."
Chicago_US,Mitigation::gt27_ext29_Support equitable electrification of ride-hail and taxi fleets by 2030,Mitigation,Support equitable electrification of ride-hail and taxi fleets by 2030,1,0.8174,True,True,True,"The extracted policy matches the ground-truth exactly in scope, timing, and commitment. It captures support for equitable electrification of ride-hail and taxi fleets by 2030 with no material omission or contradiction."
Chicago_US,Mitigation::gt28_ext30_Enable 100% electrification of delivery fleets by 2035,Mitigation,Enable 100% electrification of delivery fleets by 2035,1,0.7979,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: enabling 100% electrification of delivery fleets by 2035. Commitment strength is preserved, with no material omission or contradiction. Although the source excerpt is not provided, relative to the ground-truth this is a precise match."
Chicago_US,Mitigation::gt29_ext31_Electrify 100% of the City's fleet by 2035,Mitigation,Electrify 100% of the City's fleet by 2035,1,0.8184,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: electrify 100% of the City's fleet by 2035. It preserves the same level of specificity and commitment, with only the omission of 'Chicago will' as a subject, which does not change the policy meaning."
Chicago_US,Mitigation::gt30_ext32_Achieve zero-emission transit fleets across Chicagoland by 2040,Mitigation,Achieve zero-emission transit fleets across Chicagoland by 2040,1,0.8965,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: zero-emission transit fleets across Chicagoland by 2040. Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match, with no material omission or contradiction."
Chicago_US,"Mitigation::gt32_ext34_Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of ",Mitigation,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of ",1,0.9268,True,True,True,"The extracted policy matches the ground-truth exactly in target, geographic scope, and deadline: 5,000 megawatts of clean renewable energy, within a 250-mile radius of Chicago, by 2030. Although the subject 'Chicago will' is omitted, the commitment and specificity are fully preserved with no material loss or contradiction."
Chicago_US,Mitigation::gt33_ext35_Install 30 megawatts of clean renewable energy projects on City property by 2030,Mitigation,Install 30 megawatts of clean renewable energy projects on City property by 2030,1,0.8226,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, location, and deadline: installing 30 megawatts of clean renewable energy projects on City property by 2030. Commitment strength is effectively preserved despite omission of 'Chicago will,' since the substantive commitment is unchanged."
Chicago_US,Mitigation::gt34_ext36_Achieve 100% clean renewable energy communitywide by 2035,Mitigation,Achieve 100% clean renewable energy communitywide by 2035,1,0.7799,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: achieving 100% clean renewable energy communitywide by 2035. Although the source document excerpt is not provided, relative to the ground-truth this is a precise and accurate match, with no loss of specificity or weakening of commitment."
Chicago_US,Mitigation::gt35_ext37_ENABLE BUILDING AND PERSONAL VEHICLE ELECTRIFICATION,Mitigation,ENABLE BUILDING AND PERSONAL VEHICLE ELECTRIFICATION,1,0.6206,True,True,True,"The extracted policy matches the ground-truth exactly in scope and wording: both state 'enable building and personal vehicle electrification.' Although no quantified targets, deadlines, or mechanisms are present, those details are also absent from the ground-truth, so there is no loss of specificity relative to the reference policy."
Chicago_US,Mitigation::gt36_ext38_Enact policies that support electrified renovations and new construction by 2023,Mitigation,Enact policies that support electrified renovations and new construction by 2023,1,0.8062,True,True,True,"The extracted policy matches the ground-truth exactly in scope, timing, and commitment. It captures the core action ('enact policies'), the subject ('electrified renovations and new construction'), and the deadline ('by 2023') without adding or omitting material details."
Chicago_US,Mitigation::gt37_ext39_Electrify 30% of total existing residential buildings by 2035,Mitigation,Electrify 30% of total existing residential buildings by 2035,1,0.7769,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: electrify 30% of total existing residential buildings by 2035. Although the source document excerpt is not provided, relative to the ground-truth this is a precise and accurate match, with no material omission beyond dropping the jurisdiction name 'Chicago,' which does not change the substantive commitment in this context."
Chicago_US,"Mitigation::gt38_ext43_Enable 2,500 new public passenger electric vehicle charging stations by 2035",Mitigation,"Enable 2,500 new public passenger electric vehicle charging stations by 2035",1,0.8072,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: enabling 2,500 new public passenger electric vehicle charging stations by 2035. Commitment strength is also consistent; while the subject 'Chicago will' is omitted, the core commitment is preserved without changing meaning."
Chicago_US,Mitigation::gt39_ext44_ALIGN BUILDING CODES AND STANDARDS WITH CLIMATE BEST PRACTICES,Mitigation,ALIGN BUILDING CODES AND STANDARDS WITH CLIMATE BEST PRACTICES,1,0.6506,True,True,False,"The extracted policy matches the ground-truth exactly in scope and commitment: both state that Chicago will align building codes and standards with climate best practices. No source excerpt is provided to assess further specificity, but relative to the ground-truth this is a direct and accurate match with no material omissions or contradictions."
Chicago_US,"Nature-Based Solutions::gt40_ext45_Strengthen policies that support installation of green roofs and walls, tree pla",Nature-Based Solutions,"Strengthen policies that support installation of green roofs and walls, tree pla",1,0.8078,True,True,True,"The extracted policy matches the ground-truth exactly in scope, timing, and commitment. It includes the same action to strengthen policies supporting green roofs and walls, tree planting, and other vegetative cover, with the same 2023 deadline. The omission of 'Chicago will' does not change the policy substance."
Chicago_US,Mitigation::gt41_ext46_Enable net-zero-carbon construction by 2040,Mitigation,Enable net-zero-carbon construction by 2040,1,0.7542,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: it commits to enabling net-zero-carbon construction by 2040. The only difference is omission of 'Chicago,' but no source excerpt is provided and the substantive policy content is otherwise identical."
Chicago_US,Adaptation::gt43_ext48_Develop a fossil-fuel plants transition strategy by 2024,Adaptation,Develop a fossil-fuel plants transition strategy by 2024,1,0.8123,True,True,False,"The extracted policy matches the ground-truth exactly in the core commitment, action, and deadline: developing a fossil-fuel plants transition strategy by 2024. Although the actor ('Chicago') is omitted, there is no conflicting information, and the scope and specificity are otherwise fully aligned."
Chicago_US,Mitigation::gt45_ext50_Ensure 150 megawatts of energy storage by 2025,Mitigation,Ensure 150 megawatts of energy storage by 2025,1,0.7696,True,True,True,"The extracted policy matches the ground-truth exactly in commitment, quantified target, and deadline: ensuring 150 megawatts of energy storage by 2025. The omission of 'Chicago will' does not change the policy substance."
Chicago_US,"Adaptation::gt46_ext51_Invest in 1,000 megawatts of demand response by 2024, and 3,000 megawatts by 203",Adaptation,"Invest in 1,000 megawatts of demand response by 2024, and 3,000 megawatts by 203",1,0.8055,True,True,False,"The extracted policy matches the ground-truth exactly in scope, quantified targets, and deadlines: 1,000 MW of demand response by 2024 and 3,000 MW by 2035. Commitment strength is effectively preserved, with only the omission of 'Chicago will' but no substantive change to the policy content."
Chicago_US,Adaptation::gt48_ext53_Report energy burden by community area by 2023,Adaptation,Report energy burden by community area by 2023,1,0.7311,True,True,False,"The extracted policy matches the ground-truth exactly in scope, timing, and action: reporting energy burden by community area by 2023. Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match with no loss of specificity or commitment."
Chicago_US,Adaptation::gt49_ext54_Develop a water and soil quality measurement and mitigation strategy by 2023,Adaptation,Develop a water and soil quality measurement and mitigation strategy by 2023,1,0.7958,True,True,False,"The extracted policy matches the ground-truth policy in scope, action, and deadline. It captures the core commitment to develop a water and soil quality measurement and mitigation strategy by 2023. The omission of 'Chicago will' does not materially change the meaning."
Chicago_US,Adaptation::gt50_ext55_Establish a robust outdoor air quality monitoring network by 2025,Adaptation,Establish a robust outdoor air quality monitoring network by 2025,1,0.7988,True,True,True,"The extracted policy matches the ground-truth policy in scope, action, and deadline. It preserves the specific commitment to establish a robust outdoor air quality monitoring network by 2025. The omission of 'Chicago will' does not change the substance of the policy."
Chicago_US,Adaptation::gt52_ext57_Publish clean energy just transition metrics by 2022,Adaptation,Publish clean energy just transition metrics by 2022,1,0.7709,True,True,False,"The extracted policy matches the ground-truth exactly in substance and specificity: it includes the core action ('publish clean energy just transition metrics') and the deadline ('by 2022'). Although the actor ('Chicago') is omitted, there is no contradiction and the commitment remains accurately captured."
Chicago_US,Adaptation::gt53_ext58_Integrate community resilience and climate justice criteria into department-leve,Adaptation,Integrate community resilience and climate justice criteria into department-leve,1,0.8331,True,True,False,"The extracted policy matches the ground-truth exactly in scope, mechanism, and deadline: integrating community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023. The omission of 'Chicago will' does not change the commitment or specificity."
Chicago_US,"Adaptation::gt54_ext59_Develop a Heat Vulnerability Index and integrate into planning and development, ",Adaptation,"Develop a Heat Vulnerability Index and integrate into planning and development, ",1,0.799,True,True,True,"The extracted policy matches the ground-truth closely in scope, mechanism, and timing. It includes the core commitment to develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes, with the same start date of 2023. The omission of 'Chicago will' does not change the substance or commitment."
