location,key,category,policy_id,grade,similarity,statement_match,role_match,category_match,reasoning
Austin_US,Mitigation::gt93_ext0_Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,Mitigation,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,1,1.0,True,True,False,"The extracted policy is identical to the ground-truth policy, matching the scope (community-wide greenhouse gas emissions), commitment (will achieve), and deadline/target year (2040). With no source excerpt provided, there is no evidence of contradiction."
Austin_US,Resource Efficiency::gt68_ext2_Ensure an adequately educated workforce to install and maintain green technologi,Resource Efficiency,Ensure an adequately educated workforce to install and maintain green technologi,0,0.6722,False,True,False,"The extracted policy partially matches the workforce-development intent and correctly includes prioritization of low-income communities and communities of color. However, it misses key scope and specificity from the ground truth: the focus should be on repair and reuse skills, job placement, and entrepreneurship in local circular businesses, whereas the extraction shifts to installing and maintaining green technologies. It also omits youth as a priority group and lacks the circular-business context. This is directionally related but materially imprecise in mechanism and scope."
Austin_US,Mitigation::gt30_ext6_Build upon the Austin Civilian Conservation Corps initiative to recruit and trai,Mitigation,Build upon the Austin Civilian Conservation Corps initiative to recruit and trai,-1,0.5578,False,True,False,"The extracted policy does not match the ground-truth policy. The ground truth is about collaborating with the Austin Transit Partnership to implement Project Connect and expand/improve public transportation services. The extracted policy instead concerns the Austin Civilian Conservation Corps, workforce recruitment, training, and nonprofit partnerships. This is a different policy area, mechanism, and commitment, with no meaningful overlap."
Austin_US,Mitigation::gt52_ext12_Prioritize reducing local emissions by investing in local carbon reduction proje,Mitigation,Prioritize reducing local emissions by investing in local carbon reduction proje,-1,0.6104,False,True,False,"The extracted policy does not meaningfully match the ground-truth. The ground-truth is specifically about continuing to pilot and early-adopt emerging transportation electrification technologies, with a clear equity commitment that low-income communities and communities of color receive benefits first. The extracted policy instead discusses investing in local carbon reduction projects that avoid direct emissions, with general equity and collaboration language. It misses the transportation electrification focus, the pilot/early-adoption mechanism, and the explicit priority for low-income communities and communities of color."
Austin_US,Mitigation::gt50_ext13_Support carbon dioxide removal projects in the Austin-Round Rock-San Marcos area,Mitigation,Support carbon dioxide removal projects in the Austin-Round Rock-San Marcos area,-1,0.5702,False,False,False,"The extracted policy does not match the ground-truth policy. The ground truth is about transportation electrification in the Austin-Round Rock-San Marcos area, focusing on policies and technologies to maximize economic and health benefits and support industry growth. The extracted policy instead concerns carbon dioxide removal projects and CO2 sequestration, which is a different policy area and delivery mechanism altogether. With no source excerpt provided to justify this divergence, this is a non-match."
Austin_US,"Mitigation::gt0_ext17_By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 2",Mitigation,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 2",1,0.9947,True,False,False,"The extracted policy matches the ground-truth exactly in scope, targets, deadline, and specificity. It includes all three commitments: net-zero carbon for all new buildings by 2030, a 25% emissions reduction for existing buildings, and a 30% reduction in natural gas-related emissions. Commitment strength and mechanism are consistent with the ground-truth."
Austin_US,"Mitigation::gt1_ext18_Sustainable Buildings Goal 1, Strategy 1: Ensure benefits flow to low-income com",Mitigation,"Sustainable Buildings Goal 1, Strategy 1: Ensure benefits flow to low-income com",0,0.6622,False,False,False,"The extracted policy captures the core equity intent that benefits should flow to low-income communities and communities of color, which aligns directionally with the ground-truth. However, it omits key specificity and scope: the ground-truth is a comprehensive energy poverty mitigation strategy pursued through partnerships and programs, and explicitly ties the benefits to building repair, conservation, and renewable energy. The extracted version is much vaguer and lacks the delivery mechanism and substantive program areas. No source excerpt is provided to verify stronger wording."
Austin_US,Mitigation::gt2_ext22_Expand benchmarking requirements for all existing buildings and improve access t,Mitigation,Expand benchmarking requirements for all existing buildings and improve access t,0,0.7289,False,True,False,"The extracted policy captures two concrete mechanisms from the ground-truth—expanded benchmarking requirements and improved access to energy and water data—but omits major scope elements: outreach, culturally relevant communications, and the overarching goal of enhancing resident and building owner understanding of energy savings and climate impacts. It is directionally correct but incomplete and less specific in scope than the full ground-truth policy."
Austin_US,"Mitigation::gt3_ext24_Sustainable Buildings Goal 1, Strategy 3: Achieve energy-efficient, net-zero car",Mitigation,"Sustainable Buildings Goal 1, Strategy 3: Achieve energy-efficient, net-zero car",0,0.7274,False,False,False,"The extracted policy captures the general intent of pursuing net-zero carbon buildings and is directionally aligned with the ground-truth. However, it is less specific and omits key delivery mechanisms in the ground-truth: new energy codes, amendments, incentives, education, and collaboration with utilities, as well as the scope covering both new and existing buildings. With no source excerpt provided, there is no basis to verify stronger fidelity, so this is a partial but vague match."
Austin_US,"Mitigation::gt49_ext25_For new construction and major renovations, use incentives, education, or code a",Mitigation,"For new construction and major renovations, use incentives, education, or code a",-1,0.5574,False,True,False,"The extracted policy does not match the ground-truth policy. The ground-truth is specifically about expanding culturally competent outreach on EV charging incentives and installation to defined stakeholder groups (community groups, professional organizations, unions, and property managers). The extracted policy instead discusses incentives, education, or code amendments for new construction and major renovations to support energy efficiency, electrification, peak-load shifting, microgrids, and distributed generation. This is a different scope, mechanism, and target audience, with no meaningful overlap beyond a very broad clean-energy theme."
