role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
individual,,"Collectively, the plan offers 17 goals to be met by 2030 that will help get us on the pathway to net-zero emissions by 2040.","lan's goals and strategies. This helped us center communities of color by 1) identifying opportunities for engagement, incentives, targeted communications, and activities that support anti-displacement, 2) focusing on a just transition of our economy through training and jobs for people of color, and 3) prioritizing health benefits for low-income communities and communities of color.

⁠

There are five sections in this plan to address community-wide emissions: Sustainable Buildings, Transportation and Land Use, Transportation Electrification, Food and Product Consumption, and Natural Systems. Collectively, the plan offers 17 goals to be met by 2030 that will help get us on the pathway to net-zero emissions by 2040.",A LETTER FROM THE STEERING COMMITTEE,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"AUSTIN CLIMATE EQUITY PLAN | 7

Austin will achieve net-zero community-wide","partnerships with private businesses, the community, and nonprofit leaders to drive change and fully implement this plan. At the same time, there are many opportunities for external partners and organizations to provide leadership. We must ensure that the City government and everyone in our community do their part to reduce emissions in a way that eliminates disparities defined by race.",A LETTER FROM THE STEERING COMMITTEE,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,"OVERARCHING STRATEGIES

## greenhouse gas emissions by 2040. Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.

## Green Jobs and Entrepreneurship

- Create green jobs and entrepreneurship opportunities that advance the goals of this plan, expand economic opportunity and inclusion, and build agency and decision-making power in low-income communities and communities of color.

## Prioritize Local Community Initiatives

- Recognize and support existing community-led organizations, businesses, and programs that can help achieve the goals in this plan while building a green and just economy and culture.

## Regional Collaboration",OVERARCHING STRATEGIES,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"## NEW 2030 CLIMATE EQUITY GOALS FOR AUSTIN

## Sustainable Buildings

- Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","ficials, City staff, and utility staff working to implement recently adopted climate plans in San Antonio, Houston, Dallas, and Austin. Work with cities across the state and neighboring cities, such as Round Rock, Cedar Park, Buda, Pflugerville, San Marcos, and Kyle, and the five-county governments: Travis, Williamson, Hays, Bastrop, and Caldwell.

## Local Carbon Reduction Projects, Carbon Dioxide Removal, and Carbon Offsets

- Establish clear support and prioritization for local greenhouse gas reduction and carbon removal projects, carbon dioxide removal, and carbon offsets when necessary.

## NEW 2030 CLIMATE EQUITY GOALS FOR AUSTIN

## Sustainable Buildings

- Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.
- Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.
- Reduce the embodied carbon footprint of building materials used in local construction by 40%.
- Equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year.

## Transportation and Land Use

- 80% of new non-residential development is located within the city",OVERARCHING STRATEGIES,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,- Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.,"uda, Pflugerville, San Marcos, and Kyle, and the five-county governments: Travis, Williamson, Hays, Bastrop, and Caldwell. ## Local Carbon Reduction Projects, Carbon Dioxide Removal, and Carbon Offsets",OVERARCHING STRATEGIES,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Resource Efficiency,False,direct,Mitigation
individual,,- Reduce the embodied carbon footprint of building materials used in local construction by 40%.,"Williamson, Hays, Bastrop, and Caldwell. ## Local Carbon Reduction Projects, Carbon Dioxide Removal, and Carbon Offsets",OVERARCHING STRATEGIES,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"- Reduce greenhouse gas emissions from institutional, commercial, and government purchasing by at least 50%.","mix of level 1, 2, and DC fast-charging stations to accommodate 40% of total vehicle miles traveled in the city.
- The Austin-Round Rock-San Marcos area is a leader in transportation electrification by adopting policies and technologies that maximize economic and health benefits while supporting the growth of this emerging industry.

## Food and Product Consumption

- Ensure all Austinites can access a food system that is community-driven, addresses food insecurity, prioritizes regenerative agriculture, supports dietary and health agency, promotes plant-based foods, and minimizes food waste.
- Reduce greenhouse gas emissions from institutional, commercial, and government purchasing by at least 50%.
- Aggressively pursue waste reduction, organics composting, and recycling to achieve the waste reduction goals in the 2023 Austin Resource Recovery Comprehensive Plan.

## Natural Systems

- Legally protect an additional 20,000 acres of carbon pools on natural lands and manage all new and existing natural areas (approx. 70,000 acres total), focusing on resilience.
- Protect 500,000 acres of farmland from development in the five-county region through legal protections and regenerative ag",OVERARCHING STRATEGIES,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"1

If global warming continues to increase at the current rate, it is likely that we will reach global warming of 2.7°F (1.5°C) between 2030 and 2052.","miting global warming to 3.6°F (2.0°C) with a goal of limiting warming to 2.7°F (1.5°C), the Intergovernmental Panel on Climate Change (IPCC) warns that the lower target is necessary to avoid catastrophic climate change. The report demonstrates that there would be considerable differences in the severity of impacts with just a half-degree difference and that at 2.7°F (1.5°C), the adaptation needs would be more manageable, and a wider range of solutions would be viable. With warming of 3.6°F (2.0°C), climate effects that societies cannot adapt to, including ecosystem collapse, are very likely.","GLOBAL CLIMATE GOALS, ACTIONS, AND URGENCY","Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,peripheral,
individual,,"2

This will require profound structural transformation for societies, economies, infrastructure, and governance institutions, bringing co-benefits to humans and the planet.","t societies cannot adapt to, including ecosystem collapse, are very likely. 1

If global warming continues to increase at the current rate, it is likely that we will reach global warming of 2.7°F (1.5°C) between 2030 and 2052. 1 The United Nations Environment Program's 2019 Emissions Gap Report says that if we rely only on the current commitments outlined in the Paris Agreement, we can expect a rise in global warming of over 5.4°F (3.0°C) this century.","GLOBAL CLIMATE GOALS, ACTIONS, AND URGENCY","Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,peripheral,
individual,,"## 2015 - Adopt the 2015 Austin Community Climate Plan, Resolution 20150604-048

In June 2015, the Austin City Council adopted the 2015 Austin Community Climate Plan, supporting the trajectory to net-zero greenhouse gas emissions by 2050 with interim targets.","tion, establish an interdepartmental City Climate Action Team, and work with community members, businesses and regional entities on reducing emissions.

## 2014 - Net-zero by 2050, Resolution 20140410-024

In April 2014, the Austin City Council adopted the goal of net-zero community-wide greenhouse gas emissions with the preference to achieve it as soon as feasible. The resolution also directed the City Manager to review the goals from the 2007 plan and create a stakeholder process to develop a new community-wide plan focused on energy, transportation, and waste/industrial emissions sources.

## 2015 - Adopt the 2015 Austin Community Climate Plan, Resolution 20150604-048

In June 2015, the Austin City Council adopted the 2015 Austin Community Climate Plan, supporting the trajectory to net-zero greenhouse gas emissions by 2050 with interim targets. The resolution also directed the City Manager to identify and prioritize resources to implement the plan and create the Joint Sustainability Committee to oversee its implementation.

## 2019 - Climate Resilience, Resolution 20190509-019

In May 2019, the Austin City Council recommended creating a comprehensive, community-wide climate resi",AUSTIN CLIMATE EQUITY PLAN I,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"9  Affordability, homelessness, displacement, and gentrification are not just climate issues, and the solutions that address them must be holistic and widespread beyond this plan.","d may include access to green spaces, exposure to industrial sites, and air and water pollution exposure. 8 Acknowledging social determinants of health alongside physical determinants of health allows this plan to have a more nuanced, historical perspective and leads to more holistic recommendations for solutions. Housing and climate are inherently and inextricably linked - how we live affects the climate, and the climate affects how we live.",AUSTIN CLIMATE EQUITY PLAN I,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
individual,,"Additionally, there is an increase in the Asian population, more than doubling from 3.3% in 1990 to around 7.3% today.",e migration destination. This has resulted in population growth and an influx of higher-wage earners that strain housing availability and affordability. 2010 census data shows a significant shift in the demographics of East Austin and surrounding communities.,1. UNDERSTANDING OUR HISTORY,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,peripheral,
individual,,- 4) Just Transition - Strategy ensures economic justice so that low-income communities and communities of color are prioritized in the benefits of the strategy and are protected from any potential negative consequences.,"mental human right to clean, healthy, and adequate air quality, water, land, food, education, transportation, safety, and housing.
- 2) Affordability - Strategy lowers and stabilizes costs related to basic living needs (housing, food, utilities, healthcare, transportation, etc.) for low-income communities and communities of color.
- 3) Accessibility - Strategy increases access to jobs, housing, transportation, funding, education, healthy foods, and a clean environment for low-income communities and communities of color. It removes barriers through City infrastructure, policy, and investments.
- 4) Just Transition - Strategy ensures economic justice so that low-income communities and communities of color are prioritized in the benefits of the strategy and are protected from any potential negative consequences. 6

- 5) Community Capacity - Strategy elevates the voices of low-income communities and communities of color by developing and strengthening the skills, abilities, and resources that a community needs to survive, adapt and thrive.
- 6) Cultural Preservation Strategy deliberately and respectfully honors cultural relevance and history to preserve the cultural heritage of the pa",1. UNDERSTANDING OUR HISTORY,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Resource Efficiency,False,indirect,
individual,,Scope 3 emissions will be incorporated into our Greenhouse Gas Inventory when an acceptable accounting protocol is established.,"om the things we consume in Austin, but they are difficult to calculate accurately and reliably. For this reason, they are not included in Austin's current emissions inventory and are not yet widely used globally. A rough order-of-magnitude illustration of Austin's production versus estimated consumption emissions is provided below for comparison purposes.",AUSTIN CLIMATE EQUITY PLAN / 3,"Contains a commitment verb plus quantifier (number, $, % or year), indicating a concrete policy commitment.",Mitigation,False,direct,
