location,metric,value
Austin_US,composite_score,0.4364
Austin_US,extraction_f1,0.0168
Austin_US,extraction_precision,0.04
Austin_US,extraction_recall,0.0106
Austin_US,role_agreement,0.9048
Austin_US,parent_attribution_accuracy,1.0
Austin_US,primary_cat_agreement,0.7619
Austin_US,financial_instrument_agreement,0.7143
Austin_US,secondary_category_agreement,0.0
Austin_US,plus_one_coverage,0.0106
Austin_US,matched,21
Austin_US,unmatched_ext,4
Austin_US,unmatched_gt,73
Austin_US,Mitigation_score,-0.7273
Austin_US,Mitigation_recall,0.0161
Austin_US,Mitigation_fpr,0.9444
Austin_US,Adaptation_score,-1.0
Austin_US,Adaptation_recall,0.0
Austin_US,Adaptation_fpr,0.0
Austin_US,Resource_Efficiency_score,-0.3333
Austin_US,Resource_Efficiency_recall,0.0
Austin_US,Resource_Efficiency_fpr,1.0
Austin_US,Nature_Based_Solutions_score,-1.0
Austin_US,Nature_Based_Solutions_recall,0.0
Austin_US,Nature_Based_Solutions_fpr,0.0
Chicago_US,composite_score,0.7126
Chicago_US,extraction_f1,0.6621
Chicago_US,extraction_precision,0.5714
Chicago_US,extraction_recall,0.7869
Chicago_US,role_agreement,0.9649
Chicago_US,parent_attribution_accuracy,0.9348
Chicago_US,primary_cat_agreement,0.5263
Chicago_US,financial_instrument_agreement,0.9123
Chicago_US,secondary_category_agreement,0.0
Chicago_US,plus_one_coverage,0.7869
Chicago_US,matched,57
Chicago_US,unmatched_ext,27
Chicago_US,unmatched_gt,4
Chicago_US,Mitigation_score,0.386
Chicago_US,Mitigation_recall,0.8222
Chicago_US,Mitigation_fpr,0.4324
Chicago_US,Adaptation_score,0.1053
Chicago_US,Adaptation_recall,0.6667
Chicago_US,Adaptation_fpr,0.4167
Chicago_US,Resource_Efficiency_score,-1.0
Chicago_US,Resource_Efficiency_recall,1.0
Chicago_US,Resource_Efficiency_fpr,0.4062
Chicago_US,Nature_Based_Solutions_score,-0.3333
Chicago_US,Nature_Based_Solutions_recall,1.0
Chicago_US,Nature_Based_Solutions_fpr,0.6667
Dakar_SN,composite_score,0.4357
Dakar_SN,extraction_f1,0.2857
Dakar_SN,extraction_precision,0.1852
Dakar_SN,extraction_recall,0.625
Dakar_SN,role_agreement,0.625
Dakar_SN,parent_attribution_accuracy,0.5714
Dakar_SN,primary_cat_agreement,0.4375
Dakar_SN,financial_instrument_agreement,0.9375
Dakar_SN,secondary_category_agreement,0.0
Dakar_SN,plus_one_coverage,0.625
Dakar_SN,matched,16
Dakar_SN,unmatched_ext,38
Dakar_SN,unmatched_gt,0
Dakar_SN,Mitigation_score,-0.4545
Dakar_SN,Mitigation_recall,1.0
Dakar_SN,Mitigation_fpr,0.85
Dakar_SN,Adaptation_score,-0.65
Dakar_SN,Adaptation_recall,0.3333
Dakar_SN,Adaptation_fpr,0.9333
Dakar_SN,Resource_Efficiency_score,-0.8
Dakar_SN,Resource_Efficiency_recall,1.0
Dakar_SN,Resource_Efficiency_fpr,0.7143
Dakar_SN,Nature_Based_Solutions_score,-1.0
Dakar_SN,Nature_Based_Solutions_recall,1.0
Dakar_SN,Nature_Based_Solutions_fpr,0.6
Geneva_CH,composite_score,0.6333
Geneva_CH,extraction_f1,0.0833
Geneva_CH,extraction_precision,0.0435
Geneva_CH,extraction_recall,1.0
Geneva_CH,role_agreement,1.0
Geneva_CH,parent_attribution_accuracy,1.0
Geneva_CH,primary_cat_agreement,1.0
Geneva_CH,financial_instrument_agreement,1.0
