location,gt_index,ext_index,gt_policy,gt_category,gt_role,produced_policy,produced_category,produced_role,grade,similarity,statement_match,role_match,category_match,reasoning
Austin_US,93,0,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,Mitigation,individual,Austin will achieve net-zero community-wide greenhouse gas emissions by 2040.,Mitigation,individual,1,1.0,True,True,True,"The extracted policy exactly matches the ground-truth policy in scope ('community-wide greenhouse gas emissions'), target ('net-zero'), and deadline ('by 2040'). No discrepancies or loss of specificity are present."
Austin_US,68,1,"Offer a workforce development program for repair and reuse skills, job placement, and entrepreneurship in local circular businesses, prioritizing low-income communities, youth, and communities of color.",Resource Efficiency,sub,Create green jobs and entrepreneurship opportunities that advance the Climate Equity Plan.,Mitigation,individual,0,0.5756,False,False,False,"The extracted policy is directionally aligned with the ground-truth on jobs and entrepreneurship, but it is much vaguer and misses key scope and delivery details. The ground-truth specifically commits to a workforce development program for repair and reuse skills, job placement, and entrepreneurship in local circular businesses, with explicit prioritization of low-income communities, youth, and communities of color. The extracted policy only says 'Create green jobs and entrepreneurship opportunities' tied to the Climate Equity Plan, without the circular economy focus, training/job placement mechanisms, or target populations. No source excerpt is provided to verify wording, so this is best scored as an imprecise but related match."
Austin_US,57,2,"Implement community-driven programs to incentivize and promote more affordable and culturally relevant pro-climate, pro-health prepared and retail food choices while minimizing displacement.",Mitigation,sub,Prioritize local community initiatives that help achieve the plan's climate goals.,Resource Efficiency,individual,0,0.6069,False,False,False,"The extracted policy is directionally aligned with the ground-truth in that it references local/community initiatives tied to climate goals. However, it is much less specific and omits key elements of the ground-truth: incentivizing and promoting affordable, culturally relevant pro-climate/pro-health prepared and retail food choices, as well as minimizing displacement. It also softens the commitment from implementing community-driven programs to merely prioritizing initiatives."
Austin_US,0,5,"By 2030, achieve net-zero carbon for all new buildings, reduce emissions by 25% for existing buildings, and lower all natural gas-related emissions by 30%.",Mitigation,parent,"Achieve net-zero carbon for all new buildings, reduce emissions from existing buildings by 25%, and lower natural gas-related emissions by 30%.",Mitigation,parent,0,0.9379,False,True,True,"The extracted policy matches the three core commitments and quantitative targets in the ground truth: net-zero carbon for all new buildings, 25% emissions reduction for existing buildings, and 30% reduction in natural gas-related emissions. However, it omits the deadline 'By 2030,' which is a key specificity element. With no source excerpt provided to verify exact wording or binding strength, this is directionally accurate but incomplete on timing."
Austin_US,1,6,"Pursue a comprehensive energy poverty mitigation strategy through partnerships and programs so building repair, conservation, and renewable energy benefits flow to low-income communities and communities of color.",Mitigation,sub,Ensure sustainable-building benefits flow to low-income communities and communities of color.,Resource Efficiency,sub,0,0.6897,False,True,False,"The extracted policy captures the general equity intent that building-related benefits should flow to low-income communities and communities of color, which aligns directionally with the ground truth. However, it omits key specificity and mechanisms from the ground truth: there is no mention of a comprehensive energy poverty mitigation strategy, partnerships and programs, or the specific benefits of building repair, conservation, and renewable energy. It is therefore correct in broad scope but too vague and incomplete for a full match."
Austin_US,2,7,"Enhance resident and building owner understanding of energy savings and climate impacts through outreach, culturally relevant communications, expanded benchmarking requirements, and better access to energy and water data.",Mitigation,sub,Enhance understanding of building energy consumption.,Resource Efficiency,sub,0,0.6238,False,True,False,"The extracted policy captures the general intent of improving understanding related to building energy use, which aligns directionally with the ground-truth. However, it is much less specific: it omits key scope elements such as resident and building owner outreach, culturally relevant communications, expanded benchmarking requirements, access to energy and water data, and the climate impacts component. Because the core idea is present but the delivery mechanisms and full scope are missing, this is a partial but vague match."
Austin_US,3,8,"Achieve net-zero carbon buildings through new energy codes, amendments, incentives, education, and collaboration with utilities to decarbonize new and existing buildings.",Mitigation,sub,"Achieve energy-efficient, net-zero carbon buildings.",Mitigation,sub,0,0.8206,False,True,True,"The extracted policy captures the high-level intent of the ground-truth—net-zero carbon buildings—but it is substantially less specific. It omits the delivery mechanisms explicitly named in the ground-truth: new energy codes, amendments, incentives, education, and collaboration with utilities, as well as the scope covering both new and existing buildings. It also adds 'energy-efficient,' which is directionally consistent but not the core commitment. Because the general objective matches but key specificity and implementation details are missing, this is a partial but vague match."
Austin_US,4,9,Prioritize local emissions reduction investment and create equitable workforce development and training opportunities for emerging building technologies through partnerships serving low-income communities and communities of color.,Mitigation,sub,Ensure equitable workforce development for emerging sustainable-building technologies.,Mitigation,sub,0,0.6769,False,True,True,"The extracted policy captures the general intent of equitable workforce development for emerging building technologies, which aligns directionally with the ground truth. However, it omits key scope and specificity: there is no mention of prioritizing local emissions reduction investment, no reference to partnerships, and no explicit focus on serving low-income communities and communities of color. Commitment is also softened by being shorter and less detailed than the ground-truth policy."
Austin_US,5,10,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Mitigation,parent,Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.,Mitigation,parent,0,0.9248,False,True,True,"The extracted policy matches the core scope and quantified target: reducing community-wide greenhouse gas emissions from refrigerant leakage by 25%. However, it omits the key deadline 'By 2030' present in the ground-truth policy. With the target and scope correct but the timeline missing, it is directionally correct but not fully specific."
Austin_US,6,11,Develop a refrigerant destruction program that prices older high-ozone-depleting and high-global-warming-potential refrigerants to increase capture and safe destruction.,Mitigation,sub,Capture and destroy old refrigerants.,Mitigation,sub,0,0.7803,False,True,True,"The extracted policy matches the general intent of the ground-truth—capturing and destroying old refrigerants—but it is much less specific. It omits the key mechanism of creating a refrigerant destruction program that uses pricing, and it leaves out the focus on older high-ozone-depleting and high-global-warming-potential refrigerants. With no source excerpt provided, this is best scored as directionally correct but vague rather than a full match."
