location,key,category,policy_id,grade,similarity,statement_match,role_match,category_match,reasoning
Chicago_US,Mitigation::gt60_ext0_The City will reduce Chicago's greenhouse gas emissions by a minimum of 62% by 2,Mitigation,The City will reduce Chicago's greenhouse gas emissions by a minimum of 62% by 2,1,0.894,True,True,True,"The extracted policy matches the ground-truth exactly in target, scope, and deadline: a minimum 62% reduction in Chicago's GHG emissions by 2040. The wording 'will reduce' is at least as strong as 'aims to reduce' and does not materially distort the commitment. No source excerpt is provided to assess against underlying document text, but relative to the ground-truth this is a precise match."
Chicago_US,Mitigation::gt4_ext1_Pillar 1 commits Chicago to increase access to utility savings and renewable ene,Mitigation,Pillar 1 commits Chicago to increase access to utility savings and renewable ene,0,0.7948,False,True,True,"The extracted policy partially matches the ground-truth: it correctly places the commitment under Pillar 1 and includes increasing access to renewable energy/community renewable energy access. However, it misses the key specificity that Strategy 2 is about connecting communities to renewable energy through community ownership and renewable generation access. Instead, it introduces utility savings, prioritizing households, and building retrofits, which are not part of the stated ground-truth commitment. With no source excerpt to verify further, this is directionally correct but imprecise and somewhat conflated."
Chicago_US,Mitigation::gt1_ext2_The City will retrofit residential buildings with 4 or fewer units by 20% by 203,Mitigation,The City will retrofit residential buildings with 4 or fewer units by 20% by 203,1,0.8651,True,True,True,"The extracted policy matches the ground-truth exactly in scope, quantified targets, deadlines, and prioritization mechanism. It preserves the same commitment and specificity, with only a non-substantive substitution of 'The City' for 'Chicago'."
Chicago_US,Mitigation::gt2_ext4_The City will retrofit 20% of total industrial buildings by 2030.,Mitigation,The City will retrofit 20% of total industrial buildings by 2030.,1,0.8713,True,True,True,"The extracted policy matches the ground-truth exactly in target (20%), scope (total industrial buildings), action (retrofit), and deadline (by 2030). Commitment strength is equivalent; 'The City will' is consistent with 'Chicago will.'"
Chicago_US,Mitigation::gt3_ext5_The City will retrofit 90% of total city-owned and sister agency-owned buildings,Mitigation,The City will retrofit 90% of total city-owned and sister agency-owned buildings,1,0.8767,True,True,True,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: retrofit 90% of total city-owned and sister agency-owned buildings by 2035. Commitment strength is equivalent ('will'), and there is no contradiction or missing key detail."
Chicago_US,Mitigation::gt5_ext7_The City will install 5 megawatts of co-owned community solar projects by 2025.,Mitigation,The City will install 5 megawatts of co-owned community solar projects by 2025.,1,0.8486,True,True,True,"The extracted policy matches the ground-truth exactly in target (5 megawatts), project type/ownership model (co-owned community solar), and deadline (by 2025). The slight wording change from 'Chicago' to 'The City' does not alter scope or commitment. No source excerpt is provided to check against, but relative to the ground-truth this is a precise match."
Chicago_US,Mitigation::gt6_ext8_The City will increase Chicago-based community renewables to 20 megawatts by 202,Mitigation,The City will increase Chicago-based community renewables to 20 megawatts by 202,1,0.958,True,True,True,"The extracted policy matches the ground-truth exactly in substance, specificity, and timeline: increase Chicago-based community renewables to 20 megawatts by 2025. 'The City' is equivalent to 'Chicago' as the actor, and there is no material difference in commitment or scope."
Chicago_US,Mitigation::gt7_ext9_The City will increase community renewables subscriptions to achieve a 25% subsc,Mitigation,The City will increase community renewables subscriptions to achieve a 25% subsc,1,0.8584,True,True,True,"The extracted policy matches the ground-truth closely in scope, target, population, and deadline: increasing community renewables subscriptions so that 25% are subscribed by low-income and/or environmental justice low-income residents by 2030. Commitment strength is equivalent, with no meaningful softening or contradiction. Minor wording differences do not change the policy meaning."
Chicago_US,Mitigation::gt8_ext10_Pillar 2 commits Chicago to build circular economies to create jobs and reduce w,Mitigation,Pillar 2 commits Chicago to build circular economies to create jobs and reduce w,0,0.8018,False,True,False,"The extracted policy is directionally aligned with the ground truth: both refer to Pillar 2 and reducing waste via diversion and reuse/circular economy approaches. However, it misses important specificity from the ground truth, notably that this is Strategy 1 under Pillar 2, the explicit focus on reducing landfilling, organics collection, and reuse-oriented building practices. It also adds 'create jobs,' which may be plausible but is not supported by the provided ground truth. With no source excerpt to verify exact wording or strength of commitment, this is a partial but imprecise match."
Chicago_US,Mitigation::gt9_ext11_The City will introduce community-wide organic waste collection and decompositio,Mitigation,The City will introduce community-wide organic waste collection and decompositio,1,0.8635,True,True,False,"The extracted policy matches the ground-truth exactly in scope, mechanism, and deadline: community-wide organic waste collection and decomposition by 2025. The only wording difference is 'The City' versus 'Chicago,' which does not change the meaning. No source excerpt is provided to assess against document text, but relative to the ground-truth this is a precise match."
Chicago_US,Mitigation::gt10_ext12_The City will implement equitable waste source prevention strategies by 2030.,Mitigation,The City will implement equitable waste source prevention strategies by 2030.,1,0.851,True,True,False,"The extracted policy matches the ground-truth exactly in substance, commitment, and deadline. 'The City' is equivalent to 'Chicago' in this context, and the core action ('implement equitable waste source prevention strategies') and timeline ('by 2030') are fully preserved. No material details are missing or altered."
Chicago_US,"Mitigation::gt11_ext13_The City will divert 90% of commercial, industrial, and institutional waste by 2",Mitigation,"The City will divert 90% of commercial, industrial, and institutional waste by 2",1,0.8607,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: divert 90% of commercial, industrial, and institutional waste by 2030. The only minor difference is 'The City' versus 'Chicago,' which does not change the commitment."
Chicago_US,Mitigation::gt12_ext14_The City will divert 75% of construction and demolition waste by 2030.,Mitigation,The City will divert 75% of construction and demolition waste by 2030.,1,0.8421,True,True,False,"The extracted policy matches the ground-truth exactly in scope, target, and deadline: diverting 75% of construction and demolition waste by 2030. Commitment strength is equivalent ('will'). No inaccuracies or missing key details."
