location,metric,value
Austin_US,composite_score,0.647
Austin_US,extraction_f1,0.4479
Austin_US,extraction_precision,0.4388
Austin_US,extraction_recall,0.4574
Austin_US,role_agreement,1.0
Austin_US,parent_attribution_accuracy,1.0
Austin_US,primary_cat_agreement,0.6882
Austin_US,financial_instrument_agreement,0.8602
Austin_US,secondary_category_agreement,0.0
Austin_US,plus_one_coverage,0.4574
Austin_US,matched,93
Austin_US,unmatched_ext,5
Austin_US,unmatched_gt,1
Austin_US,Mitigation_score,0.3333
Austin_US,Mitigation_recall,0.4355
Austin_US,Mitigation_fpr,0.5682
Austin_US,Adaptation_score,0.3333
Austin_US,Adaptation_recall,0.3333
Austin_US,Adaptation_fpr,1.0
Austin_US,Resource_Efficiency_score,0.4286
Austin_US,Resource_Efficiency_recall,0.6667
Austin_US,Resource_Efficiency_fpr,0.6061
Austin_US,Nature_Based_Solutions_score,0.5
Austin_US,Nature_Based_Solutions_recall,0.5
Austin_US,Nature_Based_Solutions_fpr,0.45
Chicago_US,composite_score,0.789
Chicago_US,extraction_f1,0.7132
Chicago_US,extraction_precision,0.6765
Chicago_US,extraction_recall,0.7541
Chicago_US,role_agreement,1.0
Chicago_US,parent_attribution_accuracy,0.9348
Chicago_US,primary_cat_agreement,0.7458
Chicago_US,financial_instrument_agreement,0.9153
Chicago_US,secondary_category_agreement,0.0
Chicago_US,plus_one_coverage,0.7541
Chicago_US,matched,59
Chicago_US,unmatched_ext,9
Chicago_US,unmatched_gt,2
Chicago_US,Mitigation_score,0.5098
Chicago_US,Mitigation_recall,0.7556
Chicago_US,Mitigation_fpr,0.375
Chicago_US,Adaptation_score,0.5625
Chicago_US,Adaptation_recall,0.7333
Chicago_US,Adaptation_fpr,0.25
Chicago_US,Resource_Efficiency_score,-1.0
Chicago_US,Resource_Efficiency_recall,1.0
Chicago_US,Resource_Efficiency_fpr,0.2667
Chicago_US,Nature_Based_Solutions_score,1.0
Chicago_US,Nature_Based_Solutions_recall,1.0
Chicago_US,Nature_Based_Solutions_fpr,0.0
Dakar_SN,composite_score,0.5208
Dakar_SN,extraction_f1,0.3099
Dakar_SN,extraction_precision,0.2
Dakar_SN,extraction_recall,0.6875
Dakar_SN,role_agreement,0.75
Dakar_SN,parent_attribution_accuracy,0.75
Dakar_SN,primary_cat_agreement,0.5625
Dakar_SN,financial_instrument_agreement,0.9375
Dakar_SN,secondary_category_agreement,0.0
Dakar_SN,plus_one_coverage,0.6875
Dakar_SN,matched,16
Dakar_SN,unmatched_ext,39
Dakar_SN,unmatched_gt,0
Dakar_SN,Mitigation_score,-0.25
Dakar_SN,Mitigation_recall,1.0
Dakar_SN,Mitigation_fpr,0.8462
Dakar_SN,Adaptation_score,-0.6
Dakar_SN,Adaptation_recall,0.4444
Dakar_SN,Adaptation_fpr,0.9091
Dakar_SN,Resource_Efficiency_score,-0.8182
Dakar_SN,Resource_Efficiency_recall,1.0
Dakar_SN,Resource_Efficiency_fpr,0.625
Dakar_SN,Nature_Based_Solutions_score,-1.0
Dakar_SN,Nature_Based_Solutions_recall,1.0
Dakar_SN,Nature_Based_Solutions_fpr,0.75
Geneva_CH,composite_score,0.6421
Geneva_CH,extraction_f1,0.1053
Geneva_CH,extraction_precision,0.0556
Geneva_CH,extraction_recall,1.0
Geneva_CH,role_agreement,1.0
Geneva_CH,parent_attribution_accuracy,1.0
Geneva_CH,primary_cat_agreement,1.0
Geneva_CH,financial_instrument_agreement,1.0
Geneva_CH,secondary_category_agreement,0.0
Geneva_CH,plus_one_coverage,1.0
Geneva_CH,matched,1
Geneva_CH,unmatched_ext,17
Geneva_CH,unmatched_gt,0
Geneva_CH,Mitigation_score,-0.8
Geneva_CH,Mitigation_recall,1.0
Geneva_CH,Mitigation_fpr,0.9
Geneva_CH,Adaptation_score,-1.0
Geneva_CH,Adaptation_recall,1.0
Geneva_CH,Adaptation_fpr,1.0
Geneva_CH,Resource_Efficiency_score,-1.0
Geneva_CH,Resource_Efficiency_recall,1.0
Geneva_CH,Resource_Efficiency_fpr,1.0
Geneva_CH,Nature_Based_Solutions_score,-1.0
Geneva_CH,Nature_Based_Solutions_recall,1.0
Geneva_CH,Nature_Based_Solutions_fpr,1.0
Hiroshima_JP,composite_score,0.4433
Hiroshima_JP,extraction_f1,0.1707
Hiroshima_JP,extraction_precision,0.1029
Hiroshima_JP,extraction_recall,0.5
Hiroshima_JP,role_agreement,0.2
Hiroshima_JP,parent_attribution_accuracy,1.0
